0	353	0	14	0	1000	0	2000	0	4000
0	362	0	17	167	1000	51	2000	49	4000
0	768	0	30						
0	910	0	37						
0	1046	0	38						
0	1579	0	49						
0	1690	0	260						
0	2177	0	800						
0	2224	0	969						
0	2229	0	1062						
0	2233	0	1472						
0	2234	0	1697						
0	2236	0	2028						
0	2238	0	2117						
1	2239	0	2124						
1	2246	0	2125						
1	2249	0	2127						
1	2250	0	2128						
1	2253	0	2129						
1	2254	0	2130						
1	2276	0	2131						
1	2279	0	2134						
1	2280	0	2142						
1	2286	0	2143						
1	2287	1	2144						
1	2288	1	2146						
1	2289	1	2159						
1	2292	1	2160						
1	2296	1	2161						
1	2299	1	2163						
1	2300	1	2165						
2	245	1	2168						
2	21	1	2172						
3	24	1	2175						
3	29	2	24						
3	34	3	31						
3	35	3	37						
3	39	3	44						
3	42	3	45						
3	46	3	48						
3	47	3	49						
3	53	3	56						
3	59	3	63						
3	60	3	65						
3	61	3	66						
3	65	3	73						
3	68	3	74						
3	71	3	75						
3	73	3	145						
3	75	3	191						
3	78	3	196						
3	84	3	200						
3	86	3	203						
3	90	3	205						
3	96	3	212						
3	103	3	214						
3	109	3	216						
3	112	3	223						
3	117	3	229						
3	119	3	237						
3	123	3	241						
3	125	3	243						
3	126	3	246						
3	127	3	247						
3	132	3	250						
3	133	3	252						
3	135	3	256						
3	140	3	259						
3	142	3	260						
3	150	3	261						
3	154	3	280						
3	156	3	281						
3	159	3	283						
3	163	3	286						
3	168	3	291						
3	176	3	293						
3	181	3	301						
3	184	3	302						
3	191	3	307						
3	192	3	310						
3	196	3	313						
3	197	3	314						
3	202	3	319						
3	208	3	320						
3	212	3	326						
3	213	3	328						
3	220	3	330						
3	225	3	337						
3	232	3	338						
3	237	3	339						
3	253	3	341						
3	256	3	349						
3	263	3	357						
3	269	3	358						
3	274	3	363						
3	282	3	364						
3	287	3	367						
3	288	3	375						
3	292	3	379						
3	298	3	380						
3	304	3	383						
3	308	3	388						
3	310	3	390						
3	311	3	391						
3	315	3	393						
3	316	3	397						
3	320	3	399						
3	328	3	403						
3	329	3	406						
3	331	3	407						
3	335	3	456						
3	345	3	457						
3	346	3	458						
3	352	3	464						
3	372	3	468						
3	392	3	469						
3	396	3	476						
3	405	3	479						
3	408	3	488						
3	413	3	489						
3	424	3	492						
3	433	3	567						
3	436	3	569						
3	457	3	571						
3	458	3	574						
3	462	3	629						
3	465	3	631						
3	467	3	634						
3	472	3	733						
3	474	3	735						
3	480	3	742						
3	482	3	743						
3	488	3	1092						
3	491	3	1094						
3	493	3	1096						
3	495	3	1097						
3	497	3	1102						
3	499	3	1103						
3	500	3	1172						
3	502	3	1177						
3	505	3	1178						
3	519	3	1183						
3	525	3	1187						
3	528	3	1192						
3	582	4	1197						
3	585	4	1201						
3	586	4	1204						
3	589	4	1206						
3	620	4	1214						
3	622	4	1216						
3	624	4	1220						
3	625	4	1223						
3	626	4	1224						
3	633	4	1229						
3	634	4	1231						
3	635	4	1233						
3	638	4	1237						
3	643	4	1238						
3	648	4	1244						
3	649	4	1248						
3	650	4	1252						
3	651	4	1254						
3	652	4	1259						
3	655	4	1265						
3	659	4	1266						
3	662	4	1267						
3	663	4	1268						
3	664	4	1270						
3	670	4	1276						
3	672	4	1277						
3	679	4	1278						
3	680	4	1279						
3	681	4	1290						
3	686	4	1291						
3	689	4	1292						
3	690	4	1293						
3	692	4	1296						
4	693	5	1298						
4	696	5	1300						
4	698	5	1304						
4	699	5	1307						
4	702	5	1311						
4	704	5	1312						
4	706	5	1318						
4	714	5	1322						
4	718	5	1323						
4	719	5	1327						
4	722	5	1336						
4	723	5	1337						
4	727	5	1338						
4	734	5	1340						
4	735	5	1343						
4	737	5	1347						
4	740	5	1349						
4	742	5	1354						
4	744	5	1359						
4	747	5	1362						
4	750	5	1363						
4	751	5	1365						
4	752	5	1366						
4	753	5	1368						
4	754	5	1371						
4	756	5	1373						
4	789	5	1377						
4	791	5	1381						
4	795	5	1384						
4	796	5	1386						
4	797	5	1392						
4	800	6	1394						
4	803	6	1401						
4	806	6	1408						
4	807	6	1415						
4	808	6	1416						
4	810	6	1417						
4	811	6	1419						
4	812	6	1420						
4	814	6	2027						
4	818	6	2029						
4	820	6	2031						
4	822	6	2040						
4	824	6	2044						
4	826	6	2050						
4	828	6	2054						
4	829	6	2056						
4	830	6	2061						
4	832	6	2063						
4	839	6	2070						
4	842	6	2071						
4	849	6	2074						
5	853	6	2078						
5	861	6	2277						
5	868	6	2278						
5	873	6	2282						
5	876	6	2284						
5	877	6	2285						
5	879	6	2288						
5	886	6	2289						
5	891	6	2328						
5	893	7	2331						
5	902	7	2335						
5	909	7	2336						
5	918	7	2339						
5	923	7	2343						
5	925	7	2344						
5	929	7	2346						
5	930	7	2347						
5	931	7	2354						
5	937	7	2359						
5	939	7	2366						
5	941	7	2368						
5	949	7	2374						
5	1148	8	2375						
5	1151	8	2377						
5	1156	8	2378						
5	1159	8	2380						
5	1161	8	2381						
5	1162	8	2382						
5	1163	8	2384						
5	1164	8	2387						
5	1169	8	2388						
5	1170	8	2389						
5	1171	8	2391						
5	1177	8	2394						
5	1180	8	2412						
5	1183	8	2417						
5	1184	9	2418						
5	1186	9	2421						
5	1188	9	2423						
5	1189	9	2426						
6	1191	9	2427						
6	1313	9	2429						
6	1314	10	2430						
6	1315	10	2432						
6	1322	10	2435						
6	1324	10	2437						
6	1325	10	2438						
6	1506	10	2440						
6	1508	10	2442						
6	1511	10	2443						
6	1513	10	2444						
6	1514	10	2446						
6	1517	10	2447						
6	1522	11	2456						
6	1523	11	2457						
6	1524	11	2461						
6	1530	11	2469						
6	1583	11	2473						
6	2063	11	2477						
6	2064	11	2481						
6	2068	11	2486						
6	2070	11	2513						
6	2071	11	2520						
6	2073	11	2525						
6	2074	11	2529						
6	2075	11	2530						
6	2076	11	2534						
6	2080	11	2537						
6	2082	11	2544						
6	2085	11	2547						
6	2086	11	2554						
6	2087	11	2558						
7	2088	12	2559						
7	2089	12	2560						
7	2092	12	2561						
7	2093	12	2562						
7	2096	12	2563						
7	2099	12	2564						
7	2101	12	2570						
7	2106	12	2573						
7	2108	12	2574						
7	2112	12	2577						
7	2115	12	2578						
7	2116	12	2579						
7	2118	12	2580						
7	2126	12	2596						
7	2127	12	2598						
7	2130	12	2599						
7	2131	12	2600						
7	2132	12	2601						
8	2137	12	2602						
8	2139	12	2604						
8	2140	13	2605						
8	2141	13	2611						
8	2142	13	2613						
8	2144	13	2616						
8	2146	13	2618						
8	2147	13	2619						
8	2152	13	2622						
8	2370	13	2625						
9	2371	13	2626						
9	2375	13	2627						
9	2382	13	2628						
9	2452	13	2629						
9	2454	13	2634						
9	2456	14	2641						
9	2457	15	20						
9	2459	15	26						
10	2460	15	48						
10	2464	15	55						
10	2467	15	59						
10	2469	15	115						
10	2471	15	118						
10	2473	15	122						
10	2479	15	123						
10	2480	15	124						
10	2481	15	126						
10	2482	15	130						
10	2485	15	134						
10	2487	15	135						
10	2493	15	136						
11	2495	15	139						
11	2498	15	142						
11	2499	15	145						
11	2512	15	146						
11	2514	15	149						
11	2517	15	151						
11	2519	15	153						
11	2524	15	160						
11	2525	15	165						
11	2527	15	171						
11	2528	15	173						
11	2529	15	175						
11	2530	15	189						
11	2535	15	191						
11	2537	15	195						
11	2538	15	198						
11	2540	15	200						
11	2541	15	205						
11	2543	15	206						
12	2544	15	214						
12	2549	15	219						
12	2551	15	224						
12	2556	15	225						
12	2557	15	226						
12	2562	15	227						
12	2565	15	229						
12	2567	15	233						
12	2571	15	234						
12	2573	15	239						
12	2575	15	242						
12	2576	15	246						
13	2580	15	248						
13	2582	15	254						
13	2584	15	257						
13	2585	15	260						
13	2586	15	268						
13	2587	15	270						
13	2592	15	275						
13	2594	15	276						
13	2599	15	277						
13	2600	15	278						
13	2601	15	280						
13	2602	15	283						
13	2604	15	287						
14	2605	15	293						
14	2606	15	298						
14	2608	15	301						
14	2609	15	307						
14	2611	15	308						
14	2612	15	310						
15	2613	15	317						
15	2618	15	318						
15	2619	15	321						
15	2620	15	322						
15	2622	15	324						
15	2624	15	328						
15	2626	15	332						
15	2627	15	335						
15	2636	15	535						
15	2637	15	539						
15	2639	15	545						
15	2640	15	549						
15	2645	15	552						
15	2650	15	566						
16	2656	15	568						
16	2792	15	574						
16	2794	15	577						
16	2799	15	648						
16	2801	15	649						
16	2802	15	650						
16	2805	15	652						
16	2809	15	653						
16	2811	15	654						
16	2817	15	676						
16	2818	15	679						
16	2823	15	684						
16	2829	15	685						
16	2831	15	692						
16	2838	15	693						
17	2842	15	694						
17	2844	15	697						
17	2846	15	700						
17	2847	15	708						
17	2850	15	709						
17	2853	15	710						
17	2856	15	713						
17	2858	15	714						
17	2859	15	720						
17	2860	15	721						
17	2869	15	722						
18	2871	15	729						
18	2876	15	730						
18	2877	15	732						
18	2879	15	735						
18	2883	15	736						
18	2884	15	740						
18	2886	15	746						
18	2888	15	749						
18	2889	15	750						
18	2891	15	752						
18	2896	15	753						
18	2898	16	761						
18	2900	16	764						
19	2904	16	768						
19	440	16	770						
20	25	16	772						
20	30	16	774						
20	32	16	782						
20	38	16	784						
20	41	16	786						
20	46	16	791						
20	47	16	794						
20	48	16	798						
20	49	16	799						
20	57	16	803						
20	59	16	807						
20	61	16	808						
20	64	16	815						
20	66	16	818						
20	68	16	819						
20	71	16	820						
20	72	16	822						
20	73	16	823						
20	74	16	825						
20	76	16	827						
20	78	16	832						
20	83	16	838						
20	88	16	839						
20	93	16	840						
20	98	16	841						
20	102	16	842						
20	103	16	844						
20	104	16	845						
20	106	16	847						
20	109	16	848						
20	112	16	849						
20	114	16	851						
20	115	16	854						
20	116	16	856						
20	117	16	866						
20	118	16	867						
20	119	16	871						
20	124	16	872						
20	130	16	873						
20	132	16	876						
20	137	16	881						
20	139	16	884						
20	141	16	888						
20	147	16	890						
20	152	16	892						
20	155	17	899						
20	159	17	903						
20	160	17	905						
20	161	17	906						
20	165	17	908						
20	169	17	911						
20	173	17	915						
